,product_title,product_main_image_url,app_sale_price,product_detail_url,product_id,evaluate_rate,original_price,manufacturer,prod_overview,price_range,RAM,ROM,total_des
137,"Lava Z6 Aqua Blue, 6GB RAM, 64GB Storage, Regular",https://m.media-amazon.com/images/I/71QGVjsVNRL._AC_UY218_.jpg,9699,https://www.amazon.in/dp/B08S3KK2QJ,B08S3KK2QJ,4.0/5,"₹11,249",Lava,"Dream big with 6GB RAM and 64GB ROMPowerful 2.3 GHz MediaTek Helio G35 Octa-core chipset (Hyoer-engine powered for enhanced gaming performance)Best-in-class 16MP selfie camera13+5+2 MP AI Triple Camera with Beauty mode, Bokeh Mode, Night Mode, HDR Mode, Burst Mode, AI Scene DetectionBloatware-free Stock Android 10 OS – Let’s you go the extra mile6.5” HD+ water-drop notch display with Corning Gorilla Glass 3 protection5000mAh battery (non-removable), Face Unlock & Finger Print sensorMilitary grade certified durability standards1 Year Handset Warranty and 6 Months Warranty on AccessoriesThe Box does not contain earphones; Camera description: Front; Display type: LCD",1k-10k,6.0,64,"4.0/5 1k-10k Lava Dream big with 6GB RAM and 64GB ROMPowerful 2.3 GHz MediaTek Helio G35 Octa-core chipset (Hyoer-engine powered for enhanced gaming performance)Best-in-class 16MP selfie camera13+5+2 MP AI Triple Camera with Beauty mode, Bokeh Mode, Night Mode, HDR Mode, Burst Mode, AI Scene DetectionBloatware-free Stock Android 10 OS – Let’s you go the extra mile6.5” HD+ water-drop notch display with Corning Gorilla Glass 3 protection5000mAh battery (non-removable), Face Unlock & Finger Print sensorMilitary grade certified durability standards1 Year Handset Warranty and 6 Months Warranty on AccessoriesThe Box does not contain earphones; Camera description: Front; Display type: LCD"
138,"I KALL Z6 Smartphone (6.26 Inch, 4GB, 64GB) (Grey)",https://m.media-amazon.com/images/I/61BIf5XI1YL._AC_UY218_.jpg,6934,https://www.amazon.in/dp/B097BGPKWW,B097BGPKWW,3.1/5,"₹8,999",IKALL,"8MP Rear Camera | 5MP Front Camera | Made in India15.9 cm (6.26 inch) Display | multi-touch capacitive touch screen with 480x1014 pixel resolution4GB ram, 64GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 10.0 with 1.6 Ghz Octa Core | Finger Print2000 Plus service centre all over india",1k-10k,4.0,64,"3.1/5 1k-10k IKALL 8MP Rear Camera | 5MP Front Camera | Made in India15.9 cm (6.26 inch) Display | multi-touch capacitive touch screen with 480x1014 pixel resolution4GB ram, 64GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 10.0 with 1.6 Ghz Octa Core | Finger Print2000 Plus service centre all over india"
139,"Vivo Y20G (Purist Blue, 6GB RAM, 128GB)",https://m.media-amazon.com/images/I/51YRlT-paHL._AC_UY218_.jpg,15990,https://www.amazon.in/dp/B08LRD6YM1,B08LRD6YM1,4.2/5,"₹18,990",Vivo,"13MP+2MP+2MP rear camera | 8MP front camera16.55 centimeters (6.51 inch) HD+ display with 1600 x 720 pixels resolutionMemory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB | Dual SIM (nano+nano) dual-standby (4G+4G)Funtouch OS 11 based on Android 11 operating system with MediaTek Helio G80 octa core processor5000mAH lithium-ion battery (Type C) with 18W fast charging. 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase. Box includes: Handset, Documentation, USB cable, USB power adapter, sim ejector pin, protective case, protective film (1 applied)",10k-20k,6.0,128,"4.2/5 10k-20k Vivo 13MP+2MP+2MP rear camera | 8MP front camera16.55 centimeters (6.51 inch) HD+ display with 1600 x 720 pixels resolutionMemory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB | Dual SIM (nano+nano) dual-standby (4G+4G)Funtouch OS 11 based on Android 11 operating system with MediaTek Helio G80 octa core processor5000mAH lithium-ion battery (Type C) with 18W fast charging. 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase. Box includes: Handset, Documentation, USB cable, USB power adapter, sim ejector pin, protective case, protective film (1 applied)"
140,"Samsung Galaxy M52 5G (ICY Blue, 8GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display",https://m.media-amazon.com/images/I/81-tqKsrTuL._AC_UY218_.jpg,27999,https://www.amazon.in/dp/B09CV7BGWP,B09CV7BGWP,3.8/5,"₹36,999",Samsung,"Triple camera setup-64MP (F 1.8) main camera + 12MP (F2.2) Ultra wide camera+ 5MP (F2.4) depth camera 32MP (F2.2) front camera16.95 centimeters (6.7-inch) Super AMOLED Plus- Infinity O display, FHD+ resolution 1080 x 2400 (FHD+) pixels protected by Gorilla Glass 5Qualcomm SDM 778G Octa Core 2.4GHz,1.8GHz Processor with the 11 band support for a True 5G experienceMonster 5000 mAh Battery | Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + Hybrid (SIM or MicroSD)Android v11.0, One UI 3.1 operating system, 5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",20k-30k,8.0,128,"3.8/5 20k-30k Samsung Triple camera setup-64MP (F 1.8) main camera + 12MP (F2.2) Ultra wide camera+ 5MP (F2.4) depth camera 32MP (F2.2) front camera16.95 centimeters (6.7-inch) Super AMOLED Plus- Infinity O display, FHD+ resolution 1080 x 2400 (FHD+) pixels protected by Gorilla Glass 5Qualcomm SDM 778G Octa Core 2.4GHz,1.8GHz Processor with the 11 band support for a True 5G experienceMonster 5000 mAh Battery | Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + Hybrid (SIM or MicroSD)Android v11.0, One UI 3.1 operating system, 5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
141,Asus Zenfone 2 Laser ZE550KL-1A118IN (Black),https://m.media-amazon.com/images/I/61Ltju3UBaL._AC_UY218_.jpg,7777,https://www.amazon.in/dp/B016C82I3A,B016C82I3A,3.8/5,"₹14,398",Asus,"13MP primary camera and 5MP front facing camera13.97 centimeters (5.5-inch) capacitive touchscreen with 1920 x 1080 pixels resolutionAndroid v6 Marshmallow operating system with 1.5GHz Qualcomm octa core processor, 3GB RAM, 16GB internal memory expandable up to 128GB and dual SIM dual-standby (4G+4G)3000mAH lithium-polymer battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",1k-10k,0.0,0,"3.8/5 1k-10k Asus 13MP primary camera and 5MP front facing camera13.97 centimeters (5.5-inch) capacitive touchscreen with 1920 x 1080 pixels resolutionAndroid v6 Marshmallow operating system with 1.5GHz Qualcomm octa core processor, 3GB RAM, 16GB internal memory expandable up to 128GB and dual SIM dual-standby (4G+4G)3000mAH lithium-polymer battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
142,"Samsung Galaxy F12 (Sea Green, 4GB RAM, 64GB Storage)",https://m.media-amazon.com/images/I/61f5XgsKNIL._AC_UY218_.jpg,11999,https://www.amazon.in/dp/B09J2T6FKW,B09J2T6FKW,,"₹12,999",Samsung,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.55 cm (6.515 inch) HD+ Display6000 mAh Lithium-ion Battery48MP + 5MP + 2MP + 2MP | 8MP Front CameraExynos 850 Processor,10k-20k,4.0,64, 10k-20k Samsung 4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.55 cm (6.515 inch) HD+ Display6000 mAh Lithium-ion Battery48MP + 5MP + 2MP + 2MP | 8MP Front CameraExynos 850 Processor
143,"Tecno Spark Go 2021 (Horizon Orange, 2GB RAM, 32GB Storage) | 5000mAh| 6.52"" Display Smartphone",https://m.media-amazon.com/images/I/81O4tGOoslS._AC_UY218_.jpg,7299,https://www.amazon.in/dp/B097T63ZZJ,B097T63ZZJ,4.2/5,"₹8,999",Tecno,5000mAh big battery with 36 days standby6.52” HD+ Dot notch handy display13MP AI dual rear camera8MP selfie camera with microslit front flashFast Fingerprint Sensor,1k-10k,2.0,32,4.2/5 1k-10k Tecno 5000mAh big battery with 36 days standby6.52” HD+ Dot notch handy display13MP AI dual rear camera8MP selfie camera with microslit front flashFast Fingerprint Sensor
144,"MOTOROLA G60 (Frosted Champange, 6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/51zvzmuXHZL._AC_UY218_.jpg,18990,https://www.amazon.in/dp/B09BG1MWWL,B09BG1MWWL,3.6/5,"₹21,999",MOTOROLA,6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera6000 mAh BatteryQualcomm Snapdragon 732G Processor120Hz Refresh RateStock Android Experience,10k-20k,6.0,128,3.6/5 10k-20k MOTOROLA 6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera6000 mAh BatteryQualcomm Snapdragon 732G Processor120Hz Refresh RateStock Android Experience
145,"realme C11 2021 (Cool Grey, 4GB RAM, 64GB Storage), Medium (RMX3231)",https://m.media-amazon.com/images/I/31ldvCw3uwL._AC_UY218_.jpg,,https://www.amazon.in/dp/B09G5YXDL9,B09G5YXDL9,4.0/5,,realme,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor,,4.0,64,4.0/5  realme 4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor
146,"(Renewed) OnePlus Nord CE 5G (Charcoal Ink, 12GB RAM, 256GB Storage)",https://m.media-amazon.com/images/I/71PQwaroG3S._AC_UY218_.jpg,26500,https://www.amazon.in/dp/B0992B8CDH,B0992B8CDH,2.5/5,"₹27,999",OnePlus,"64MP+8MP+2MP triple rear camera with 1080p video at 30/60 fps, 4k 30 fps | 16MP front camera with 1080p video at 30/60 fps.6.43-inch, 90Hz fluid AMOLED display with 2400 x 1080 pixels resolution | 410ppiMemory, Storage & SIM: 12GB RAM | 256GB internal memory on UFS 2.1 storage system.Dual SIM (nano + nano) | OnePlus Nord CE currently supports dual 4G SIM Cards or a single 5G SIM + 4G SIM.Chipset: Qualcomm Snapdragon 750G 5G mobile platform with an octa-core processor, Kryo 570 CPU (20% improvement from predecessor), and an Adreno 619 GPU (10% improved graphics performance from predecessor).",20k-30k,12.0,256,"2.5/5 20k-30k OnePlus 64MP+8MP+2MP triple rear camera with 1080p video at 30/60 fps, 4k 30 fps | 16MP front camera with 1080p video at 30/60 fps.6.43-inch, 90Hz fluid AMOLED display with 2400 x 1080 pixels resolution | 410ppiMemory, Storage & SIM: 12GB RAM | 256GB internal memory on UFS 2.1 storage system.Dual SIM (nano + nano) | OnePlus Nord CE currently supports dual 4G SIM Cards or a single 5G SIM + 4G SIM.Chipset: Qualcomm Snapdragon 750G 5G mobile platform with an octa-core processor, Kryo 570 CPU (20% improvement from predecessor), and an Adreno 619 GPU (10% improved graphics performance from predecessor)."
147,"Redmi 8A Dual (Sky White, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery",https://m.media-amazon.com/images/I/710p2f-zAdL._AC_UY218_.jpg,,https://www.amazon.in/dp/B07X3P1N3H,B07X3P1N3H,4.1/5,,Redmi,"13+2MP dual rear AI camera with PDAF | 8MP front camera15.7988 centimeters (6.22-inch) HD+ Dot notch display with 1520 x 720 pixels resolution and 19:9 aspect ratio | 2.5D curved glassMemory, Storage & SIM: 3GB | 32GB internal memory expandable up to 512GB with dedicated memory card slot | Dual SIM (nano+nano) dual-standby (4G+4G)Android Pie v9.0 operating system with 1.95GHz Snapdragon 439 octa core processor5000mAH lithium-polymer battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, SIM eject tool, warranty card and user guide. The box does not include earphones",,3.0,32,"4.1/5  Redmi 13+2MP dual rear AI camera with PDAF | 8MP front camera15.7988 centimeters (6.22-inch) HD+ Dot notch display with 1520 x 720 pixels resolution and 19:9 aspect ratio | 2.5D curved glassMemory, Storage & SIM: 3GB | 32GB internal memory expandable up to 512GB with dedicated memory card slot | Dual SIM (nano+nano) dual-standby (4G+4G)Android Pie v9.0 operating system with 1.95GHz Snapdragon 439 octa core processor5000mAH lithium-polymer battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, SIM eject tool, warranty card and user guide. The box does not include earphones"
148,Huawei Honor Holly(Black/White),https://m.media-amazon.com/images/I/41Ish10FriL._AC_UY218_.jpg,4999,https://www.amazon.in/dp/B00P2FLU84,B00P2FLU84,3.3/5,"₹9,999",Huawei,13MP Front Camera 1GB RAM 16GB Storage 2000 mAH Battery Android,1k-10k,0.0,0,3.3/5 1k-10k Huawei 13MP Front Camera 1GB RAM 16GB Storage 2000 mAH Battery Android
149,"Realme 8 5G (Supersonic Blue, 8GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/41YmZRgXpOS._AC_UY218_.jpg,18800,https://www.amazon.in/dp/B093P9HMZJ,B093P9HMZJ,4.0/5,"₹18,999",Realme,8 GB RAM 128 GB ROM Expandable Upto 1 TB16.51 cm 6.5 inch Full HD+ Display48MP + 2MP + 2MP 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 MT6833 ProcessorConnector type: 3.5mm Jack,10k-20k,8.0,128,4.0/5 10k-20k Realme 8 GB RAM 128 GB ROM Expandable Upto 1 TB16.51 cm 6.5 inch Full HD+ Display48MP + 2MP + 2MP 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 MT6833 ProcessorConnector type: 3.5mm Jack
150,"OnePlus Nord CE 5G (Blue Void, 8GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/61iy2Ru9KdS._AC_UY218_.jpg,24999,https://www.amazon.in/dp/B095PYTSV8,B095PYTSV8,4.1/5,,OnePlus,"64MP+8MP+2MP triple rear camera with 1080p video at 30/60 fps, 4k 30 fps | 16MP front camera with 1080p video at 30/60 fps.6.43-inch, 90Hz fluid AMOLED display with 2400 x 1080 pixels resolution | 410ppiMemory, Storage & SIM: 8GB RAM | 128GB internal memory on UFS 2.1 storage system.Dual SIM (nano + nano) | OnePlus Nord CE currently supports dual 4G SIM Cards or a single 5G SIM + 4G SIM.Chipset: Qualcomm Snapdragon 750G 5G mobile platform with an octa-core processor, Kryo 570 CPU (20% improvement from predecessor), and an Adreno 619 GPU (10% improved graphics performance from predecessor).Alexa Hands-Free capable: Download the Alexa app to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate, and more, all using just your voice, while on-the-go.",20k-30k,8.0,128,"4.1/5 20k-30k OnePlus 64MP+8MP+2MP triple rear camera with 1080p video at 30/60 fps, 4k 30 fps | 16MP front camera with 1080p video at 30/60 fps.6.43-inch, 90Hz fluid AMOLED display with 2400 x 1080 pixels resolution | 410ppiMemory, Storage & SIM: 8GB RAM | 128GB internal memory on UFS 2.1 storage system.Dual SIM (nano + nano) | OnePlus Nord CE currently supports dual 4G SIM Cards or a single 5G SIM + 4G SIM.Chipset: Qualcomm Snapdragon 750G 5G mobile platform with an octa-core processor, Kryo 570 CPU (20% improvement from predecessor), and an Adreno 619 GPU (10% improved graphics performance from predecessor).Alexa Hands-Free capable: Download the Alexa app to use Alexa hands-free. Play music, make calls, hear news, open apps, navigate, and more, all using just your voice, while on-the-go."
151,"Tecno POVA 2 (Polar Silver, 4GB RAM, 64GB Storage)| 7000mAh Battery | 48MP Camera | Helio G85",https://m.media-amazon.com/images/I/816bhvKRcfL._AC_UY218_.jpg,10999,https://www.amazon.in/dp/B09B42DJGW,B09B42DJGW,4.1/5,"₹13,499",Tecno,7000mAh Segment First Super Big Battery 46 Days Long Standby48MP+2MP+2MP+AI Lens Quad Rear Camera Super Night ViewHelio G85 Gaming Processor Octa-Core ET Engine6.95-inch17.65cms FHD+Dot-in Display 180Hz Touch Response Rate18W Dual IC Type C Charger Side Fingerprint SensorConnector type: 3.5mm Jack,10k-20k,4.0,64,4.1/5 10k-20k Tecno 7000mAh Segment First Super Big Battery 46 Days Long Standby48MP+2MP+2MP+AI Lens Quad Rear Camera Super Night ViewHelio G85 Gaming Processor Octa-Core ET Engine6.95-inch17.65cms FHD+Dot-in Display 180Hz Touch Response Rate18W Dual IC Type C Charger Side Fingerprint SensorConnector type: 3.5mm Jack
152,"Swipe Elite Sense 4G Mobile Phone (16GB ROM, 2GB RAM)",https://m.media-amazon.com/images/I/41yNborjZ7L._AC_UY218_.jpg,4449,https://www.amazon.in/dp/B09J2NRND8,B09J2NRND8,,"₹9,999",Swipe,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.65 cm (4.98 inch) HD Display13MP Rear Camera | 8MP Front Camera2500 mAh Battery,1k-10k,2.0,2, 1k-10k Swipe 2 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.65 cm (4.98 inch) HD Display13MP Rear Camera | 8MP Front Camera2500 mAh Battery
153,"(Renewed) iQOO Z3 5G (Ace Black, 8GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/61mqWtZ0KXL._AC_UY218_.jpg,,https://www.amazon.in/dp/B09HY2M13W,B09HY2M13W,,,iQOO,8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ DisplayRear Camera (64 MP) | 16 MP Front Camera4440 mAh Li-ion BatteryQualcomm SDM768 Snapdragon 768G 5G (7 nm),,8.0,128,  iQOO 8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ DisplayRear Camera (64 MP) | 16 MP Front Camera4440 mAh Li-ion BatteryQualcomm SDM768 Snapdragon 768G 5G (7 nm)
154,Lava A1 2021 (Black Gold)-Dual Sim |Loud Sound|auto Call recoding |4 Day Battery Backup,https://m.media-amazon.com/images/I/71D36W83+4L._AC_UY218_.jpg,999,https://www.amazon.in/dp/B09F3GKRL6,B09F3GKRL6,,"₹1,279",Lava,RAM/ROM- 32MB/24MBDisplay Size- 1.77InchBattery- 800MAh | 4 days long BatteryAuto Call recording available,0-1k,0.0,0, 0-1k Lava RAM/ROM- 32MB/24MBDisplay Size- 1.77InchBattery- 800MAh | 4 days long BatteryAuto Call recording available
155,"Oppo A16 (Crystal Black, 4GB RAM, 64GB Storage) | Flat Rs. 2750 Citibank and Axis Discount",https://m.media-amazon.com/images/I/61ux0RhoNiL._AC_UY218_.jpg,13490,https://www.amazon.in/dp/B09G6HPD7G,B09G6HPD7G,2.5/5,"₹15,990",Oppo,"6.52"" Inch (16.55cm) HD+ Water Drop Display | Screen to body ratio 88.7%. Side mounted FingerprintMediaTek Helio G35 GPU IMG GE8320 @ 680 MHz | Powerful 2.3 GHz Octa-core processor, support LPDDR4X memory5000 mAh lithium polymer battery13MP Triple Camera ( 13MP Main + 2MP Mono + 2MP macro Lens) | 8MP Front Camera.Memory, Storage & SIM: 4GB RAM | 64GB | Dual SIM (nano+nano) dual-standby (4G+4G).| Color OS 7.2 based on Android 11.0",10k-20k,4.0,64,"2.5/5 10k-20k Oppo 6.52"" Inch (16.55cm) HD+ Water Drop Display | Screen to body ratio 88.7%. Side mounted FingerprintMediaTek Helio G35 GPU IMG GE8320 @ 680 MHz | Powerful 2.3 GHz Octa-core processor, support LPDDR4X memory5000 mAh lithium polymer battery13MP Triple Camera ( 13MP Main + 2MP Mono + 2MP macro Lens) | 8MP Front Camera.Memory, Storage & SIM: 4GB RAM | 64GB | Dual SIM (nano+nano) dual-standby (4G+4G).| Color OS 7.2 based on Android 11.0"
156,iSmart Infinity 4G Volte Smart Phone 2GB 16GB - Rainbow Green,https://m.media-amazon.com/images/I/61OOeDCeM-L._AC_UY218_.jpg,4999,https://www.amazon.in/dp/B09HZZP11M,B09HZZP11M,,"₹7,999",iSmart,"5.5 Inch Full Screen Display , 1980x1080 pixels2 GB RAM, 16 GB internal storage expandable with hybrid microSD card slotThis comes with Single 5 Mpix Rear camera With Flash Which give Smartphone a rich and elegant Look. It also has a Single Front Camera of 2 MPix Selfie Camera with Focus3000 mAh Removable Battery Li-Polymer Battery (Fast Charging Support)Android Oreo 8.0 and 1.3 Ghz Quad core processor",1k-10k,2.0,16," 1k-10k iSmart 5.5 Inch Full Screen Display , 1980x1080 pixels2 GB RAM, 16 GB internal storage expandable with hybrid microSD card slotThis comes with Single 5 Mpix Rear camera With Flash Which give Smartphone a rich and elegant Look. It also has a Single Front Camera of 2 MPix Selfie Camera with Focus3000 mAh Removable Battery Li-Polymer Battery (Fast Charging Support)Android Oreo 8.0 and 1.3 Ghz Quad core processor"
157,"Tecno Spark Go 2021 (Galaxy Blue 2GB RAM, 32GB Storage)|5000mAh| 6.52"" Display Smartphone",https://m.media-amazon.com/images/I/71tFDYqv1zL._AC_UY218_.jpg,7299,https://www.amazon.in/dp/B097T4FFP2,B097T4FFP2,4.2/5,"₹8,999",Tecno,5000mAh big battery with 36 days standby6.52” HD+ Dot notch handy display13MP AI dual rear camera8MP selfie camera with microslit front flashFast Fingerprint Sensor,1k-10k,2.0,32,4.2/5 1k-10k Tecno 5000mAh big battery with 36 days standby6.52” HD+ Dot notch handy display13MP AI dual rear camera8MP selfie camera with microslit front flashFast Fingerprint Sensor
158,"Redmi 9 Activ (Metallic Purple, 6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/919IyPIfczL._AC_UY218_.jpg,10999,https://www.amazon.in/dp/B09GFMHKX2,B09GFMHKX2,4.2/5,,Redmi,"Processor: Octa-core Helio G35 and upto 2.3GHz clock speedCamera: 13+2 MP Dual Rear camera with AI portrait| 5 MP front cameraDisplay: 16.58 centimeters (6.53-inch) HD+ display with 720x1600 pixels and 20:9 aspect ratioBattery: 5000 mAH large battery with 10W wired charger in-boxMemory, Storage & SIM: 6GB RAM | 128GB storage | Dual SIM (nano+nano) + Dedicated SD card slot",10k-20k,6.0,128,"4.2/5 10k-20k Redmi Processor: Octa-core Helio G35 and upto 2.3GHz clock speedCamera: 13+2 MP Dual Rear camera with AI portrait| 5 MP front cameraDisplay: 16.58 centimeters (6.53-inch) HD+ display with 720x1600 pixels and 20:9 aspect ratioBattery: 5000 mAH large battery with 10W wired charger in-boxMemory, Storage & SIM: 6GB RAM | 128GB storage | Dual SIM (nano+nano) + Dedicated SD card slot"
159,"Lava Z6 Flame Red, 6GB RAM, 64GB Storage, Regular",https://m.media-amazon.com/images/I/71Rs+mdZ-QL._AC_UY218_.jpg,9699,https://www.amazon.in/dp/B08S3S665X,B08S3S665X,4.0/5,"₹10,999",Lava,"Powerful 2.3 GHz MediaTek Helio G35 Octa-core chipset (Hyoer-engine powered for enhanced gaming performance)13+5+2 MP AI Triple Camera with Beauty mode, Bokeh Mode, Night Mode, HDR Mode, Burst Mode, AI Scene DetectionBest-in-class 16MP selfie cameraDream big with 6GB RAM and 64GB ROMBloatware-free Stock Android 10 OS – Let’s you go the extra mile6.5” HD+ water-drop notch display with Corning Gorilla Glass 3 protection5000mAh battery (non-removable) - Face Unlock & Finger Print sensorMilitary grade certified durability standards1 Year Handset Warranty and 6 Months Warranty on AccessoriesThe Box does not contain earphones",1k-10k,6.0,64,"4.0/5 1k-10k Lava Powerful 2.3 GHz MediaTek Helio G35 Octa-core chipset (Hyoer-engine powered for enhanced gaming performance)13+5+2 MP AI Triple Camera with Beauty mode, Bokeh Mode, Night Mode, HDR Mode, Burst Mode, AI Scene DetectionBest-in-class 16MP selfie cameraDream big with 6GB RAM and 64GB ROMBloatware-free Stock Android 10 OS – Let’s you go the extra mile6.5” HD+ water-drop notch display with Corning Gorilla Glass 3 protection5000mAh battery (non-removable) - Face Unlock & Finger Print sensorMilitary grade certified durability standards1 Year Handset Warranty and 6 Months Warranty on AccessoriesThe Box does not contain earphones"
160,(Renewed) Lava A1 Josh 21-Dual Sim |Call Blink Notfication |auto Call recoding |Military Grade Certified with 4 Day Battery Backup,https://m.media-amazon.com/images/I/71n3XdvUQoL._AC_UY218_.jpg,815.15,https://www.amazon.in/dp/B09FK8HYLF,B09FK8HYLF,,₹959,Lava,This Renewed product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic,0-1k,0.0,0, 0-1k Lava This Renewed product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic
161,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",https://m.media-amazon.com/images/I/713AhSUtbHL._AC_UY218_.jpg,19999,https://www.amazon.in/dp/B085J1X78K,B085J1X78K,4.4/5,"₹28,999",Samsung,"Quad camera setup - 64MP (F1.8) main camera + 12MP (F2.2) ultra wide camera + 5MP (F2.4) depth camera + 5MP (F2.4) macro camera and 32MP (F2.2) front camera16.95 cm (6.7-inch) sAMOLED Plus - Infinity-O display, FHD+ capacitive touchscreen with 1080 x 2400 pixels resolution, Contrast Ratio: 78960:1Memory, Storage & SIM: 6GB RAM, 128GB internal memory expandable up to 512GB | Dedicated Memory slotAndroid v10.0 operating system with 2.2GHz+1.8GHz Qualcomm | SD730G octa core processor7000mAH lithium-ion battery | 25W USB Type-C to C fast charger in the boxFast face unlock and Side Fingerprint sensor | Dual SIM (nano+nano) with dual standby and dual VoLTE | 3.5 mm headphone jack1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Travel adapter, USB Type-C to C, ejection pin and user manual",10k-20k,6.0,128,"4.4/5 10k-20k Samsung Quad camera setup - 64MP (F1.8) main camera + 12MP (F2.2) ultra wide camera + 5MP (F2.4) depth camera + 5MP (F2.4) macro camera and 32MP (F2.2) front camera16.95 cm (6.7-inch) sAMOLED Plus - Infinity-O display, FHD+ capacitive touchscreen with 1080 x 2400 pixels resolution, Contrast Ratio: 78960:1Memory, Storage & SIM: 6GB RAM, 128GB internal memory expandable up to 512GB | Dedicated Memory slotAndroid v10.0 operating system with 2.2GHz+1.8GHz Qualcomm | SD730G octa core processor7000mAH lithium-ion battery | 25W USB Type-C to C fast charger in the boxFast face unlock and Side Fingerprint sensor | Dual SIM (nano+nano) with dual standby and dual VoLTE | 3.5 mm headphone jack1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Travel adapter, USB Type-C to C, ejection pin and user manual"
162,(Renewed) Lava A5 (Dimond Blue),https://m.media-amazon.com/images/I/71dvgSAYU6L._AC_UY218_.jpg,1093,https://www.amazon.in/dp/B09GBBF1NX,B09GBBF1NX,,"₹1,263",Lava,This Renewed product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic,1k-10k,0.0,0, 1k-10k Lava This Renewed product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic
